timestamp,btc_price,adx_15m,dmp_15m,dmn_15m,atr_15m,volume_15m
2026-03-31T03:00:04.217925+00:00,67943.43,37.37,35.09,11.69,259.46,71.87
2026-03-31T03:15:03.197772+00:00,67916.86,42.7,33.0,15.5,252.62,65.33
2026-03-31T03:30:02.984753+00:00,67845.34,37.11,34.82,13.16,245.48,70.39
2026-03-31T03:45:02.749974+00:00,67733.07,41.87,28.81,16.78,248.09,186.66
2026-03-31T04:00:03.802441+00:00,67721.81,42.07,27.8,19.29,237.4,65.5
2026-03-31T04:15:02.811690+00:00,67666.64,39.77,26.06,17.65,235.76,356.39
2026-03-31T04:30:03.135323+00:00,67588.51,35.18,27.51,14.27,259.71,356.3
2026-03-31T04:45:03.011163+00:00,67606.79,36.84,26.04,14.72,251.22,286.22
2026-03-31T05:00:04.340377+00:00,67549.74,35.18,25.52,13.69,245.76,150.98
2026-03-31T05:15:03.103348+00:00,67425.0,29.61,23.94,21.33,243.86,119.38
2026-03-31T05:30:03.077345+00:00,67608.5,32.69,23.5,13.88,245.0,206.05
2026-03-31T05:45:02.719503+00:00,67673.57,33.41,24.41,13.27,236.31,129.01
2026-03-31T06:00:04.030766+00:00,67705.08,31.25,25.12,13.72,228.15,198.99
2026-03-31T06:15:02.819300+00:00,67471.53,28.07,23.26,19.13,228.9,130.78
2026-03-31T06:30:03.014179+00:00,67389.2,31.8,21.95,20.96,225.49,142.73
2026-03-31T06:45:03.388868+00:00,67412.52,24.49,21.07,20.95,218.03,180.06
2026-03-31T07:00:04.288811+00:00,67503.99,22.12,22.16,21.98,211.31,57.71
2026-03-31T07:15:03.292254+00:00,67294.69,22.62,20.19,23.54,215.93,168.24
2026-03-31T07:30:03.276113+00:00,67286.94,28.43,18.82,25.71,214.36,351.53
2026-03-31T07:45:03.147817+00:00,67323.15,33.91,22.96,24.05,212.47,418.75
2026-03-31T08:00:05.186326+00:00,67365.21,27.04,22.68,22.96,207.27,641.47
2026-03-31T08:15:02.975301+00:00,67351.38,23.54,18.8,24.37,213.56,202.12
2026-03-31T08:30:02.754595+00:00,67297.68,21.25,17.91,23.04,209.48,135.96
2026-03-31T08:45:02.952752+00:00,66846.47,23.08,14.96,34.43,231.1,306.88
2026-03-31T09:00:04.147843+00:00,66787.04,26.41,15.28,35.21,232.53,252.88
2026-03-31T09:15:03.001336+00:00,66695.5,29.78,14.61,34.81,241.0,282.49
2026-03-31T09:30:02.999894+00:00,66429.75,29.28,10.85,38.04,249.7,660.08
2026-03-31T09:45:02.721849+00:00,66511.87,27.25,10.43,36.81,240.9,175.9
2026-03-31T10:00:04.749147+00:00,66114.86,29.99,8.95,43.33,260.58,394.02
2026-03-31T10:15:03.133426+00:00,66394.78,37.49,8.24,38.87,263.23,237.25
2026-03-31T10:30:03.072040+00:00,66385.48,39.85,10.04,37.49,252.54,197.4
2026-03-31T10:45:02.825862+00:00,66283.65,37.63,9.39,39.24,250.23,188.8
2026-03-31T11:00:03.744864+00:00,66371.07,40.17,9.67,38.98,248.97,164.83
2026-03-31T11:15:02.750413+00:00,66577.0,44.51,11.91,32.37,256.46,282.78
2026-03-31T11:30:03.022082+00:00,66649.95,41.47,20.22,29.01,264.9,440.39
2026-03-31T11:45:02.947017+00:00,66730.53,40.17,18.87,27.4,259.84,169.45
2026-03-31T12:00:04.299461+00:00,66738.0,34.51,17.73,29.74,253.41,96.76
2026-03-31T12:15:03.157691+00:00,66576.18,35.78,18.5,26.46,252.2,153.83
2026-03-31T12:30:02.951723+00:00,66798.41,33.47,18.27,25.43,256.43,150.55
2026-03-31T12:45:02.941624+00:00,66904.85,28.83,22.79,23.86,253.25,121.02
2026-03-31T13:00:04.556392+00:00,66675.17,31.89,17.2,24.21,254.86,113.6
2026-03-31T13:15:03.379129+00:00,66826.0,21.96,23.01,22.86,249.88,109.9
2026-03-31T13:30:04.466966+00:00,66847.19,21.05,24.23,21.79,245.83,91.09
2026-03-31T13:45:03.363703+00:00,67005.18,31.78,22.57,19.18,259.5,427.07
2026-03-31T14:00:04.313169+00:00,67280.2,35.6,25.44,17.41,270.1,459.16
2026-03-31T14:15:03.217427+00:00,67350.0,26.48,27.14,15.11,280.73,349.92
2026-03-31T14:30:03.316178+00:00,67752.18,36.77,28.65,14.17,292.14,359.74
2026-03-31T14:45:03.113482+00:00,67212.0,29.82,24.59,16.81,318.99,272.48
2026-03-31T15:00:04.572480+00:00,66649.99,35.47,20.43,28.25,352.96,503.24
2026-03-31T15:15:03.041914+00:00,67269.33,30.03,18.89,23.8,377.64,479.95
2026-03-31T15:30:03.162981+00:00,66923.01,34.49,17.53,23.27,377.69,247.03
2026-03-31T15:45:03.042738+00:00,66934.99,25.71,16.62,21.33,370.53,148.27
2026-03-31T16:00:05.257812+00:00,66737.99,29.82,15.47,23.75,368.71,150.34
2026-03-31T16:15:03.291926+00:00,66927.17,17.41,16.12,21.91,362.71,174.14
2026-03-31T16:30:03.623075+00:00,67082.01,26.18,17.62,20.81,356.72,150.79
2026-03-31T16:45:03.176811+00:00,67747.56,22.15,29.16,16.89,405.46,595.48
2026-03-31T17:00:03.898712+00:00,67658.95,30.04,26.84,16.45,406.2,413.62
2026-03-31T17:15:03.220133+00:00,68483.64,22.28,32.69,13.31,442.47,845.02
2026-03-31T17:30:03.157297+00:00,68031.11,25.39,31.21,12.06,453.63,636.33
2026-03-31T17:45:02.988351+00:00,67719.96,24.72,28.84,16.9,456.49,383.82
2026-03-31T18:00:04.420266+00:00,67550.0,32.39,26.72,20.48,450.39,330.63
2026-03-31T18:15:03.729130+00:00,67773.79,30.86,25.94,19.27,437.88,137.06
2026-03-31T18:30:03.261170+00:00,67776.79,29.05,27.12,17.32,429.23,126.73
2026-03-31T18:45:03.147091+00:00,67826.12,24.43,26.33,16.57,416.23,86.42
2026-03-31T19:00:03.768105+00:00,67859.99,29.21,25.96,17.1,401.34,76.19
2026-03-31T19:15:03.222480+00:00,67995.81,28.31,26.63,16.38,386.15,131.84
2026-03-31T19:30:03.387056+00:00,67891.61,23.11,26.57,14.76,370.56,75.38
2026-03-31T19:45:03.936151+00:00,67830.02,24.44,25.0,16.96,360.1,98.03
2026-03-31T20:00:04.507202+00:00,67872.15,25.98,24.0,17.01,351.63,129.99
2026-03-31T20:15:03.262743+00:00,68145.11,23.26,26.92,14.85,353.42,287.66
2026-03-31T20:30:03.126197+00:00,67995.85,23.01,25.59,18.14,344.43,222.55
2026-03-31T20:45:02.688717+00:00,68043.96,24.38,24.75,14.34,332.72,66.96
2026-03-31T21:00:04.702460+00:00,68243.6,24.55,26.51,13.47,325.77,115.89
2026-03-31T21:15:02.654781+00:00,68027.83,23.99,24.77,14.93,324.28,139.36
2026-03-31T21:30:02.594133+00:00,68034.37,27.35,23.85,13.98,312.93,105.0
2026-03-31T21:45:02.858196+00:00,68178.41,21.13,25.83,17.24,300.36,95.78
2026-03-31T22:00:04.055132+00:00,68305.86,31.33,30.09,12.45,297.33,154.35
2026-03-31T22:15:03.164681+00:00,68198.0,35.55,28.74,14.22,295.29,180.27
2026-03-31T22:30:03.202466+00:00,68108.71,23.87,26.44,14.65,288.96,169.23
2026-03-31T22:45:02.902845+00:00,68180.04,35.07,24.88,15.29,289.08,154.67
2026-03-31T23:00:03.292135+00:00,68188.4,37.45,24.98,14.83,276.69,251.37
2026-03-31T23:15:02.918858+00:00,68227.3,43.64,27.83,14.08,271.19,225.8
2026-03-31T23:30:02.607600+00:00,68258.92,29.63,25.14,13.39,264.96,207.62
2026-03-31T23:45:02.523356+00:00,68310.01,25.4,24.16,13.66,254.73,109.61
2026-04-01T00:00:04.862738+00:00,68266.95,30.0,23.97,12.87,245.9,67.96
2026-04-01T00:15:03.208338+00:00,68053.09,24.41,21.35,17.74,247.76,124.91
2026-04-01T00:30:02.937330+00:00,68006.76,29.83,20.68,18.79,253.17,198.4
2026-04-01T00:45:02.518418+00:00,68065.99,21.1,18.09,20.14,250.82,91.18
2026-04-01T01:00:05.143914+00:00,68317.41,23.67,24.19,17.51,256.08,128.32
2026-04-01T01:15:02.625763+00:00,68256.28,27.48,24.67,16.3,254.91,170.25
2026-04-01T01:30:02.782844+00:00,68034.87,33.82,24.55,18.47,254.76,177.17
2026-04-01T01:45:03.464696+00:00,67918.96,29.94,21.79,23.44,261.95,331.18
2026-04-01T02:00:04.599492+00:00,67783.07,25.99,19.67,22.78,257.84,288.08
2026-04-01T02:15:03.217734+00:00,67827.2,28.01,19.59,22.77,254.24,512.77
2026-04-01T02:30:03.169804+00:00,67620.29,12.08,15.47,26.04,257.55,146.85
2026-04-01T02:45:02.870373+00:00,67650.7,28.32,14.86,31.06,250.19,173.89
2026-04-01T03:00:04.189042+00:00,67690.0,24.8,15.61,22.13,241.69,280.67
2026-04-01T03:15:02.940850+00:00,67990.16,22.08,23.58,19.44,255.04,158.99
2026-04-01T03:30:03.037042+00:00,67980.74,18.91,22.88,19.16,242.52,61.56
2026-04-01T03:45:02.611265+00:00,68076.12,11.6,23.35,19.92,237.36,113.6
2026-04-01T04:00:04.443479+00:00,68171.76,22.6,27.03,16.64,234.61,217.79
2026-04-01T04:15:03.231190+00:00,68086.77,28.24,27.16,17.04,236.45,202.99
2026-04-01T04:30:02.806848+00:00,68157.75,44.72,33.35,16.02,233.57,289.46
2026-04-01T04:45:02.592603+00:00,68226.91,17.46,23.06,15.44,229.56,63.52
2026-04-01T05:00:04.303668+00:00,68308.24,39.51,34.77,14.16,228.85,155.91
2026-04-01T05:15:03.305336+00:00,68385.2,22.76,26.15,14.95,231.72,144.57
2026-04-01T05:30:03.254292+00:00,68620.84,26.98,31.98,17.69,240.73,403.46
2026-04-01T05:45:02.865629+00:00,68508.76,22.91,30.46,14.95,234.27,163.46
2026-04-01T06:00:04.131292+00:00,68460.71,28.86,29.7,12.81,224.8,105.99
2026-04-01T06:15:03.007973+00:00,68651.18,34.5,33.51,11.84,225.54,144.04
2026-04-01T06:30:03.396811+00:00,68856.41,29.41,34.51,10.85,228.74,270.34
2026-04-01T06:45:03.439686+00:00,69216.67,35.19,41.02,9.49,242.42,512.63
2026-04-01T07:00:04.449957+00:00,69136.58,37.14,38.99,8.89,240.12,314.27
2026-04-01T07:15:03.197468+00:00,69180.36,35.64,37.82,8.32,237.93,274.64
2026-04-01T07:30:03.060647+00:00,68884.38,32.84,34.06,16.39,244.64,403.16
2026-04-01T07:45:02.985485+00:00,68892.96,37.64,32.98,14.1,237.53,467.74
2026-04-01T08:00:04.787753+00:00,68691.23,45.83,32.9,18.55,238.74,392.05
2026-04-01T08:15:03.129515+00:00,68522.0,33.51,27.71,21.76,240.04,404.02
2026-04-01T08:30:03.210082+00:00,68757.36,31.38,24.84,23.1,247.92,546.52
2026-04-01T08:45:02.953407+00:00,68779.5,36.46,28.56,22.17,239.61,159.79
2026-04-01T09:00:04.535838+00:00,68635.48,26.78,24.86,26.21,239.68,168.69
2026-04-01T09:15:03.140841+00:00,68493.27,25.77,22.86,27.27,242.24,140.75
2026-04-01T09:30:03.112601+00:00,68556.35,28.52,23.1,26.83,236.85,128.29
2026-04-01T09:45:02.926453+00:00,68491.79,32.27,24.63,25.01,235.7,137.25
2026-04-01T10:00:03.672882+00:00,68645.82,21.64,22.56,24.68,234.91,74.16
2026-04-01T10:15:03.271408+00:00,68505.53,20.45,21.49,22.15,229.3,139.33
2026-04-01T10:30:02.958830+00:00,68521.15,20.33,20.52,23.11,222.52,260.37
2026-04-01T10:45:02.909033+00:00,68497.82,20.09,19.42,23.04,218.71,244.76
2026-04-01T11:00:04.060068+00:00,68587.62,17.25,21.52,21.28,218.92,330.34
2026-04-01T11:15:03.077364+00:00,68609.12,16.73,20.91,20.12,215.39,175.29
2026-04-01T11:30:02.877454+00:00,68567.78,17.76,18.69,19.12,210.63,240.86
2026-04-01T11:45:02.975928+00:00,68608.35,16.19,17.99,18.68,202.89,230.15
2026-04-01T12:00:04.691926+00:00,68721.22,14.92,20.67,19.99,198.98,106.27
2026-04-01T12:15:03.193902+00:00,68574.13,12.94,18.88,21.5,203.05,346.38
2026-04-01T12:30:02.930847+00:00,68524.53,10.87,17.56,19.21,203.07,216.79
2026-04-01T12:45:03.211800+00:00,68637.97,27.38,18.29,23.83,223.93,403.9
2026-04-01T13:00:04.269147+00:00,68392.5,15.57,14.15,20.77,239.08,398.16
2026-04-01T13:15:02.810440+00:00,68448.79,16.79,12.52,26.32,242.56,259.84
2026-04-01T13:30:03.078481+00:00,68586.75,22.04,16.56,26.5,237.09,125.72
2026-04-01T13:45:03.015353+00:00,68145.12,19.21,13.3,32.39,274.52,438.39
2026-04-01T14:00:04.334812+00:00,68118.59,18.96,12.09,29.65,279.84,208.12
2026-04-01T14:15:03.342925+00:00,68291.21,20.86,11.37,28.32,276.24,176.98
2026-04-01T14:30:03.165518+00:00,68514.08,22.42,16.53,25.78,277.22,253.05
2026-04-01T14:45:02.822106+00:00,68402.08,24.67,18.15,22.81,284.62,280.04
2026-04-01T15:00:04.151169+00:00,68612.69,27.75,21.36,20.9,288.45,195.09
2026-04-01T15:15:02.945314+00:00,68512.5,23.37,16.51,19.86,283.49,205.32
2026-04-01T15:30:03.295188+00:00,68745.38,22.09,20.54,17.56,295.66,231.62
2026-04-01T15:45:02.795852+00:00,68756.28,22.59,20.52,16.63,290.22,116.46
2026-04-01T16:00:03.885185+00:00,68920.0,20.08,19.94,16.32,284.8,235.98
2026-04-01T16:15:02.935118+00:00,68669.43,17.66,18.52,17.37,285.1,173.94
2026-04-01T16:30:03.093486+00:00,68887.24,16.24,17.45,16.81,287.98,207.75
2026-04-01T16:45:02.861091+00:00,68942.5,18.03,19.05,15.65,287.13,246.03
2026-04-01T17:00:04.108173+00:00,68812.99,15.73,16.3,15.68,277.13,77.44
2026-04-01T17:15:02.908304+00:00,68748.82,21.83,23.24,13.39,289.07,242.87
2026-04-01T17:30:03.089254+00:00,68527.97,13.69,18.3,18.22,289.89,208.48
2026-04-01T17:45:02.800799+00:00,68439.53,16.55,17.17,22.28,285.68,154.39
2026-04-01T18:00:03.894596+00:00,68266.62,13.48,17.71,22.08,279.37,163.14
2026-04-01T18:15:02.830290+00:00,68086.03,15.11,16.57,27.84,285.3,327.84
2026-04-01T18:30:02.779098+00:00,68089.59,20.65,17.46,26.55,277.98,153.53
2026-04-01T18:45:02.870391+00:00,68225.05,20.53,16.95,24.69,278.4,113.38
2026-04-01T19:00:04.895693+00:00,68103.75,13.97,16.63,24.28,273.18,128.62
2026-04-01T19:15:03.316319+00:00,68061.6,34.63,15.28,25.8,265.95,72.59
2026-04-01T19:30:03.470545+00:00,68287.39,22.0,15.29,21.56,264.18,84.54
2026-04-01T19:45:03.343174+00:00,68156.0,30.51,14.85,22.17,260.81,88.38
2026-04-01T20:00:04.845976+00:00,68152.97,28.21,14.17,20.79,254.51,167.29
2026-04-01T20:15:03.317974+00:00,68092.7,26.48,13.45,22.26,249.06,99.27
2026-04-01T20:30:02.865278+00:00,68051.14,17.62,14.24,20.08,239.33,63.84
2026-04-01T20:45:02.924908+00:00,68170.97,29.34,12.08,22.57,236.74,64.47
2026-04-01T21:00:03.806297+00:00,68184.01,25.08,13.89,21.03,227.16,48.52
2026-04-01T21:15:02.871342+00:00,68294.91,21.5,16.97,19.32,225.03,82.41
2026-04-01T21:30:03.025899+00:00,68448.17,13.63,21.4,16.95,226.53,82.16
2026-04-01T21:45:02.884514+00:00,68343.29,14.08,20.34,15.88,224.67,88.49
2026-04-01T22:00:04.255056+00:00,68341.29,18.5,17.98,16.39,223.38,73.47
2026-04-01T22:15:02.993429+00:00,68216.39,16.21,16.73,19.17,222.61,94.29
2026-04-01T22:30:02.891527+00:00,68184.01,20.76,15.64,21.37,220.7,72.36
2026-04-01T22:45:02.537117+00:00,68243.81,11.19,17.28,19.04,217.85,55.38
2026-04-01T23:00:04.292066+00:00,68158.43,16.04,15.22,19.76,216.09,48.43
2026-04-01T23:15:02.903017+00:00,68190.0,14.56,14.39,18.85,210.03,169.67
2026-04-01T23:30:03.151034+00:00,68110.0,13.82,13.73,19.4,204.1,157.38
2026-04-01T23:45:02.899282+00:00,68109.97,11.94,14.22,21.06,203.06,71.41
2026-04-02T00:00:04.101261+00:00,68101.61,23.41,12.11,21.8,197.74,75.88
2026-04-02T00:15:03.291942+00:00,68208.27,15.05,13.51,18.59,197.75,99.44
2026-04-02T00:30:03.151609+00:00,68211.02,31.13,14.16,21.51,193.54,60.4
2026-04-02T00:45:03.799291+00:00,68562.86,14.83,22.12,15.42,203.53,141.51
2026-04-02T01:00:03.703243+00:00,68577.42,26.27,24.43,17.1,203.86,107.83
2026-04-02T01:15:03.398870+00:00,68136.54,16.89,19.61,32.34,257.43,651.72
2026-04-02T01:30:03.502694+00:00,67545.41,41.45,14.04,39.26,301.72,667.74
2026-04-02T01:45:03.460163+00:00,67109.11,22.66,12.69,33.79,313.48,341.42
2026-04-02T02:00:04.534802+00:00,67339.27,25.28,11.67,32.93,314.24,283.21
2026-04-02T02:15:03.361881+00:00,66858.26,29.43,12.4,33.55,327.53,514.59
2026-04-02T02:30:03.180946+00:00,66904.82,25.54,10.77,33.51,321.33,203.15
2026-04-02T02:45:03.098777+00:00,66713.81,26.16,9.16,33.8,328.55,329.57
2026-04-02T03:00:04.526346+00:00,66833.09,34.02,8.22,31.92,322.8,121.78
2026-04-02T03:15:03.284393+00:00,66759.97,33.44,10.3,30.28,315.37,114.37
2026-04-02T03:30:03.184391+00:00,66849.11,38.15,7.66,31.12,311.69,244.83
2026-04-02T03:45:02.913971+00:00,66591.1,33.35,7.78,31.49,315.78,265.63
2026-04-02T04:00:03.859687+00:00,66576.25,49.14,6.7,31.46,303.52,142.89
2026-04-02T04:15:03.357101+00:00,66538.6,45.5,6.73,29.6,292.68,373.04
2026-04-02T04:30:03.222641+00:00,66416.63,39.66,6.8,30.96,290.34,156.98
2026-04-02T04:45:03.325242+00:00,66334.01,46.78,5.9,32.8,285.94,176.66
2026-04-02T05:00:03.989398+00:00,66359.99,44.16,8.0,31.74,273.67,182.73
2026-04-02T05:15:02.963379+00:00,66388.57,62.56,7.92,32.92,267.05,184.01
2026-04-02T05:30:02.951899+00:00,66487.94,61.11,7.78,31.27,256.58,130.89
2026-04-02T05:45:03.017343+00:00,66582.25,52.56,12.11,27.29,257.96,528.24
2026-04-02T06:00:04.118011+00:00,66609.99,61.09,11.5,28.81,251.98,123.14
2026-04-02T06:15:02.966357+00:00,66573.44,48.97,11.33,24.7,238.31,97.5
2026-04-02T06:30:03.052974+00:00,66628.31,43.16,18.53,22.83,238.48,211.24
2026-04-02T06:45:02.851767+00:00,66549.9,44.0,15.76,23.1,231.87,86.8
2026-04-02T07:00:04.399399+00:00,66672.42,40.13,15.17,21.62,224.63,97.75
2026-04-02T07:15:02.976950+00:00,66580.0,36.9,15.53,20.53,219.35,70.81
2026-04-02T07:30:03.286846+00:00,66681.58,35.87,14.75,19.64,213.34,72.99
